"id","senador","text","rol","genero","palabras"
"21","Durango","bueno buenas tardes señora presidenta buenas tardes señoras señores senadoras y senadores estoy aquí en el congreso desde mi despacho y no he bajado al recinto porque como usted sabe soy una persona de riesgo pero he venido desde la pampa a estar presente a poner el cuerpo la voz y mi palabra para defender este proyecto venido en revisión sobre la regulación del acceso a la interrupción voluntaria del embarazo y a la atención postaborto señora presidenta hoy es un día de esperanza vamos a comenzar a debatir un proyecto que evitará más muertes injustas otro en el que el estado protege al niño durante mil días y hoy comenzó a vacunarse en todo el país para empezar a combatir esta dolorosa y terrible pandemia los tres son para cuidar y proteger la salud y la vida de las y los argentinos esto es lo que nosotros llamamos justicia social asistimos hoy nuevamente a un debate histórico siento enorme orgullo de estar aquí participando de esta sesión porque una vez más tenemos la posibilidad de legislar por y para las mujeres y las personas con capacidad de gestar aquí estoy nuevamente ocupando esta banca en la que vengo a representar a las mujeres que desde hace décadas forman parte de esta lucha esta banca que pertenece a nuestras hijas y a nuestras nietas esta banca que es a favor de la libertad y del derecho a decidir vengo a ocupar esta banca en nombre de las mujeres muertas por el aborto clandestino y vengo a poner mi voz como militante del derecho de las mujeres que piden ser escuchadas el aborto es una realidad señora presidenta existe desde tiempos inmemoriales y mata a las mujeres en la clandestinidad las mujeres van a hacerse los abortos clandestinos a los lugares más sórdidos solas sin acompañamiento de su pareja y sin el acompañamiento de sus familias muchas veces pero nunca con el acompañamiento del estado por eso el estado debe hacerse cargo el estado que durante años miró para otro lado y muchas y muchos de los que hoy están aquí siguen mirando para otro lado se los digo con respeto no quieren escuchar haciendo oídos sordos al grito de las mujeres mientras tanto el aborto esa tragedia emocional que es el aborto y sobre todo el clandestino sigue sucediendo y las mujeres siguen muriendo por eso le pido que no se tergiverse el fin de este debate y de esta media sanción que viene en revisión y que hoy podemos convertir en ley la alternativa es aborto legal o aborto clandestino y si el aborto sigue siendo clandestino van a seguir muriendo mujeres estamos debatiendo la posibilidad de generar herramientas normativas e institucionales para que las mujeres y personas gestantes puedan decidir una maternidad voluntaria y deseada señora presidenta yo tengo dos hijos los busqué los deseé pero tengo que tener respeto por aquellas personas que tienen un proyecto de vida distinto debatimos si este derecho es o no garantizado por el estado brindando a la mujer que decide interrumpir el embarazo la posibilidad de hacerlo en el sistema de salud con un estado presente que la acompañe que no la obligue a poner su vida en peligro a transitar sola una situación absolutamente traumática yo no estoy a favor del aborto nunca me hice un aborto pero quién de nosotros está a favor de un aborto nadie pero eso no implica que el aborto desaparezca entonces la maternidad no puede ser forzada bajo amenaza castigada y criminalizada una maternidad no deseada no es una buena maternidad como miembro informante presidenta de la comisión de la banca de la mujer cabecera de la plenaria que debatió el proyecto voy a hacer una síntesis de lo que la iniciativa propone permítame señora presidenta leer algunos puntos el proyecto consagra el derecho de las mujeres y las personas gestantes a la interrupción voluntaria hasta la semana catorce fuera de ese plazo habilita dos causales por violación y si está en peligro la vida o la salud integral de la persona gestante la interrupción voluntaria del embarazo debe realizarse dentro de los diezdías posteriores a haberla solicitado previo a la práctica es necesario el consentimiento informado por escrito realizada la solicitud de la interrupción voluntaria del embarazo en el marco del programa nacional de salud sexual y procreación responsable se pondrá a disposición de la persona información sobre el procedimiento que se llevará a cabo y los cuidados posteriores necesarios se incorpora también la práctica al programa nacional de garantía de calidad de la atención médica y al plan médico obligatorio lo que garantiza la gratuidad en todo el sistema de salud público y privado en el caso de las personas menores de 16 años se requiere su consentimiento informado y la asistencia de un acompañante o referente afectivo las personas mayores de 16 años se considera que tienen plena capacidad por sí para prestar su consentimiento el sistema de salud debe garantizar un trato digno privacidad confiabilidad autonomía de la voluntad acceso a la información y calidad conforme a las disposiciones de la organización mundial de la salud permite la objeción de conciencia individual pero debe garantizar la derivación responsable urgente para que se realice la ive los ministerios de salud nacional provinciales y de la ciudad autónoma de buenos aires deben capacitar a su personal de salud en los contenidos de la ley y de la normativa complementaria y reglamentaria debe haber un fortalecimiento de las políticas de educación sexual integral y de salud sexual y reproductiva introduce diversas modificaciones al código penal de la nación adecuando el texto a la legislación que se presenta de esta forma primero se penaliza a quien causare un aborto sin consentimiento de la persona gestante y también si lo hiciere con consentimiento pero luego de la semana catorce dos se penaliza a funcionarios funcionarias autoridades yo profesionales de la salud que dilataren injustificadamente obstaculizaren o negaren la práctica del aborto se despenaliza el aborto realizado con consentimiento de la persona gestante hasta la semana catorce inclusive fuera de este plazo no son punibles los abortos cuando el embarazo fuera producto de una violación o estuviera en riesgo la vida o la salud de la persona gestante sigue penalizando a la persona gestante que causare su propio aborto o consintiera su realización luego de la semana catorce siempre que no mediaren los presupuestos descriptos violación peligro en la salud o vida de la persona gestante no obstante aquí permite la eximición de la pena cuando existan circunstancia que excusaran de dicha conducta voy a hacer una observación parcial en el artículo 4° inciso b y en el artículo 16 respecto del inciso 2 del artículo 86 de la palabra integral en el proyecto de ley enviado por el poder ejecutivo nacional se incorpora una pequeña modificación del texto del artículo 86 vigente que establece en sus incisos 1 y 2 las causales de no punibilidad del aborto para adecuarlos en su redacción de 1921 a los estándares normativos y jurisprudenciales con este fin se incluyó la palabra integral luego de salud pero dadas las inquietudes que ha generado esa actualización propuesta en la redacción del inciso 2 del artículo 86 así como la correspondiente redacción del inciso b del artículo 4° del proyecto hemos promovido en consulta con el poder ejecutivo nacional que al momento de la promulgación se observe parcialmente el proyecto de ley en caso de ser sancionado a fin de dar claridad al objetivo de la propuesta mantener las causales de la ile vigente desde 1921 para que sigan como hasta hoy y para ello vetar parcialmente la palabra integral en el inciso 2 del artículo 86 y en el inciso b del artículo 4° este es un compromiso que asumimos y hoy estamos acá considerando la media sanción que vino de diputados porque las mujeres debemos gozar del derecho pleno a la soberanía de nuestros cuerpos y la penalización del aborto se encuentra señora presidenta entre los resabios más oscuros del imperativo del sometimiento el mismo paradigma que cuestiona siempre a las mujeres que nos cuestiona nos estigmatiza y en cualquier situación si somos madres solteras si se casó embarazada si es solterona y tantos otros determinantes he dicho y lo sostengo desde siempre si este tema fuera un tema de varones hace décadas que sería ley pero el embarazo se focaliza en la mujer nunca se la pone tan en el centro de la escena como en este tema si hay derecho a querer ser madre debe haber derecho a no querer serlo no se habla del varón nadie se pregunta si está o no si va a paternar o se borra y la deja sola a la mujer gestante la responsabilidad es unilateral de las mujeres ella no puede elegir estar o no estar ella debe tiene que maternar aunque no quiera y aunque tenga otro plan para su vida esto es lo que proponen y perpetúan quienes se oponen a esta ley basta señora presidenta de esta lógica patriarcal dejemos de ser hipócritas dejen que las mujeres decidamos por nuestras vidas este proyecto reivindica la maternidad como un derecho y no como una obligación continuar naturalizando el deseo de maternidad es fortalecer exigencias morales que dejan a las mujeres y a las personas gestantes en el rol de cuidadoras sería bueno que de una vez por todas este rol pueda ser cada vez más atravesado por el deseo y no por no tener opción de elegir se trata justamente de la vida y de su disfrute digno recordamos aquí al querido pino solanas cuando dijo hace 2 años dejemos de hablar de la mujer sin la mujer o lo que es peor de la mujer como un objeto descartado el goce es un derecho y nosotros también decimos que el goce es nuestro derecho hablemos de la mujer que no solo reclama su derecho a decidir sino también a gozar de nuestros cuerpos de nuestra sexualidad de nuestra vida basta de hipocresía todos los que estamos aquí sabemos que con ley o sin ley los abortos se van a seguir produciendo tal como sucedieron después de agosto de 2018 y como suceden desde épocas inmemoriales estamos atravesadas y atravesados por este tema que es transversal a los partidos políticos y que ha sido puesto en palabras por esa fuerza militante que está ahí afuera de las mujeres que estuvieron antes y están ahora por esas mujeres de la marea verde de todas las edades y de todos los sectores que piden aborto legal para no morir y que han puesto en la agenda pública este tema de una manera militante y responsable según el informe del cels un total de 1532 mujeres entre ellas ocho pampeanas la provincia que yo represento afrontan causas penales por aborto en diecisiete provincias argentinas no sigamos condenándolas a la clandestinidad expuestas al oscuro negocio del aborto clandestino porque les pregunto a todos quienes están aquí presentes no sabemosacaso que el aborto clandestino es un gran negocio negocio de algunos médicos negocio de algunas clínicas y qué no decir del negocio de los lugares oscuros y sórdidos que la mayoría de las veces dejan a las mujeres al borde de la muerte o llegan a la salud pública que tiene que hacer ingentes sacrificios para poder salvarlas señoras y señores legisladores legislemos para asistirlas para acompañarlas para que puedan decidir libremente sin que se les vaya la vida en esto la penalización del aborto tiene un impacto absolutamente diferenciado entre las personas con capacidad de gestar pobres y jóvenes y aquellas mujeres de clase media y alta que van a un médico pagan el misoprostol o se hacen la práctica segura en cambio las mujeres de los sectores populares todos ustedes lo saben cuando sufren complicaciones postaborto pagan con su vida la decisión de interrumpir el embarazo en condiciones sanitarias muchas veces de extrema precariedad dejando a veces niños huérfanos y familias destruidas la discusión señora presidenta no es aborto sí o aborto no la discusión es aborto legal o aborto clandestino el pedido de aborto legal seguro y gratuito es uno de los reclamos centrales de los movimientos de mujeres de la argentina porque la realidad es que las mujeres se mueren por aborto y frente a esto no importa cuántas sean es igual que sea una o miles son innumerables las razones que llevan a una persona con capacidad de gestar a decidir la interrupción de un embarazo no es una son múltiples pero tanto si lo quiere interrumpir como si lo quiere llevar a término el estado que también ha escuchado a quienes no quieren interrumpir su embarazo va a garantizarles su acompañamiento por eso el proyecto de los mil días que también vamos a tratar hoy quiero valorizar y reconocer a esas mujeres de la campaña nacional especialmente a las de mi pampa mi tierra amaba pionera en establecer derechos de las mujeres y a cada colectivo de mujeres que no cesó el activismo y la militancia en pos de esta ley me emociona verlas por las calles con sus pañuelitos en la muñeca en las mochilas en el cuello ellas lo han puesto en la agenda pública con respeto con argumentos entonces las mujeres de todo el país esperan que nosotros demos una ley para no sentirse postergadas señora presidenta señoras y señores legisladores para terminar esta ley quiero decirlo claramente no recomienda abortar ni está obligando a nadie a abortar la ley lo que habilita es un derecho una práctica segura vamos a permitir que el aborto clandestino siga sucediendo vamos a dejar las cosas como están a mí no me votaron para que las cosas sigan como están vamos a seguir siendo cómplices es esta nuestra función no no es nuestra función reflexionemos compañeras y compañeros debemos legislar sobre lo que es una realidad y la realidad está gritando ahí afuera con un pañuelo verde y con una consigna educación sexual para decidir anticonceptivos para no abortar y aborto legal para no morir ninguna mujer más debe morir porque debemos evitarlo necesitamos que sea ley tiene que ser ley hoy tiene que ser ley por nuestras madres que no tuvieron esta posibilidad por nuestras hijas que nos reclaman este derecho por nuestras nietas que van a poder tener más","senador","Mujeres",2393
"22","Durango","por todas las mujeres de nuestro país esta vez tiene que ser ley muchas gracias señora presidenta","senador","Mujeres",17
"23","Fernández de Kirchner","muchas gracias señora senadora tiene la palabra el senador mario fiad","presidente","Mujeres",11
"24","Fiad","muchas gracias señora presidenta quiero hablar de derechos de salud pública y de convicciones de los derechos que este proyecto vulnera de la salud pública que desatiende y de las convicciones a las que ninguna persona de bien puede renunciar con este proyecto de legalización del aborto se busca avanzar mirando de manera sesgada lo que ocurre en nuestra argentina en nuestra argentina amplia diversa que late con ritmo propio en cada rincón y que no se expresa con la misma voz que la de algunos sectores de la capital y sus demandas yo voy a referirme muy brevemente al tema jurídico porque seguramente mis pares con amplia formación y solvencia se van a referir a ese tema la verdad es que yo solo voy a decir que quienes estamos en contra de esta media sanción no tenemos problema con la ciencia no tenemos problema con la lectura de las normas que la verdad tienen un texto simple y claro tampoco tenemos problemas con las palabras y además tenemos la libertad de llamar a las cosas por su nombre así no tenemos problemas en leer el artículo 19 del código civil y comercial de la nación cuando dice que la existencia de la persona humana comienza con la concepción o cuando el artículo 75 inciso 23 de la constitución nacional dice que hay que dictar un régimen de seguridad social en protección del niño en situación de desamparo desde el embarazo no tenemos problema tampoco en leer la convención internacional sobre los derechos del niño en las condiciones de su vigencia como dice el artículo 75 inciso 22 de la constitución nacional y en tal caso considerarla según su ley de ratificación ley de este congreso de la nación que dice que para la argentina se es niño desde la concepción también en concordancia con ello el artículo 14 de la ley 24901 dispone que hay que garantizar las prestaciones de salud por discapacidad a los niños desde la concepción no tenemos tampoco inconveniente con el artículo 4° de la convención interamericana sobre derechos humanos y reafirmamos la protección de la vida desde la concepción no titubeamos con las palabras recurriendo a ciertos eufemismos y buscando cómo llamar a la vida esa vida indiscutible que anida y crece en el seno materno señora presidenta es increíble que con los avances de la ciencia que hoy hasta decodificó el genoma humano que nos permite visualizar a través de los métodos de diagnóstico por imagen con altísima precisión la vida en el útero materno es insólito que sigamos enredándonos en cómo vamos a denominar a esa vida en cambio quienes apoyan este proyecto tienen que recurrir a un complejo entramado de interpretaciones muchas veces tendenciosas señora presidenta para justificarse a través de observaciones recomendaciones o interpretaciones de organismos internacionales o de asociaciones o de cualquiera que pueda contribuir a sostener esa posición mire señora presidenta en el curso de las reuniones algunos expositores han sostenido que las observaciones del comité de la convención sobre los derechos del niño que recomiendan la despenalización del aborto son una norma de carácter imperativo que nosotros debemos acatar indiscutiblemente pero le cuento que cuando vino el funcionario del ejecutivo al recinto a exponer sobre el proyecto de los mil días en las reuniones informativas cuando se presentó dicho proyecto que es el otro que hoy va a estar en tratamiento posteriormente dijo textualmente lo siguiente y permítame leer señora presidenta si uno va a las observaciones generales del comité de los derechos del niño de las naciones unidas el comité plantea que lo deseable es que se considere primera infancia hasta los 8 años de edad y luego agrega que pese a eso el proyecto se ocupa solo hasta los 3 en realidad la observación general n° 7 del comité de los derechos del niño no dice que es deseable sino que expresamente insta a los estados a la protección de la infancia en situación de vulnerabilidad hasta los 8 años yo estoy de acuerdo con el funcionario las observaciones siempre deben adecuarse a la realidad de cada país pero aquí queda claro y aquí queda claro repito que se les quiere dar una fuerza imperativa para algunas cuestiones y se las relativiza para las otras señora presidenta otra vez la coherencia para quienes estamos en contra de este proyecto no es un problema el aborto sin duda es un drama social que se presenta como la solución a mano y que no evitará en modo alguno las problemáticas de fondo se nos dice que las niñas no deben maternar sin duda que no deben maternar no señora presidenta las niñas no deben ser abusadas las mujeres no deben vivir en entornos violentos y ser sometidas el proyecto acaso resuelve esas tragedias no lo único que hace es pasar a la clandestinidad la violación el abuso la pobreza la violencia y las desigualdades quizás el aborto si esto se hace ley hoy ya no será clandestino pero los verdaderos problemas sí lo seguirán siendo este proyecto deja sola a las mujeres como lo señaló en su exposición la doctora basset porque a quien llega atravesada por la angustia de un dilema como es este tema solo se le ofrece el aborto y nada más y no me digan que para eso está el proyecto de los mil días porque eso sin duda ha quedado clarísimo en la reunión plenaria de las comisiones de salud y presupuesto que salvo la asignación que se crea el proyecto es de contenido declamativo redactado en tiempo futuro sin fuentes de financiamiento desconociendo un entramado de normas que hoy ya existen y están vigentes y con las que este proyecto lamentablemente no articula generando sin duda si eso no ocurre la posibilidad también de un retroceso en materia de derechos y además sin duda también de la burocracia de una unidad coordinadora que está integrada por diversos ministerios y variados organismos que avanzará seguramente con ese ritmo lento que tiene la administración mientras que a la mujer en el hospital le ofrecemos el aborto en diez días en este sentido estamos discriminando abiertamente a las mujeres que quieren tener a sus hijos otra gran preocupación es que del texto del proyecto surge que cualquier personal de salud puede practicar un aborto en el artículo 10 en el penúltimo párrafo se habla de que el personal de salud no podrá negarse a la realización de la interrupción legal del embarazo hasta para un aborto farmacológico se requiere de un médico por qué porque la prescripción de medicamentos solo la puede realizar el médico en los términos de la ley del ejercicio de la medicina la ley 17132 de qué aborto seguro estamos hablando entonces son tantas las necesidades en salud son tantos los derechos de las mujeres hoy desatendidos son tantas las esperas inciertas con esa carga de dramatismo que implica tener la vida en riesgo y en ninguna norma tenemos un plazo perentorio para cumplir ni tampoco una figura penal mujeres en lista de espera para una cirugía mujeres que no pueden realizar su tratamiento de diálisis mujeres con cáncer que esperan y tramitan largamente las drogas para su tratamiento mujeres y niñas con enfermedades poco frecuentes que no pueden acceder a los medicamentos necesarios mujeres que mueren por problemas cardiovasculares la primera causa de muerte de las mujeres en nuestro país la vida en riesgo señora presidenta pero el aborto tiene que realizarse en diez días aunque no sea solo la vida del niño por nacer la que quede en el camino sino también la vida de otras pacientes que en un hospital pueden morir esperando una respuesta a su patología quienes apoyan este proyecto de manera reiterada se refieren al fracaso de la criminalización pero aquí parece que viene bien criminalizar a las médicas y a los médicos que si se sanciona esta ley tendrán que reforzar su seguro porque una palabra demás ya los puede condenar aprobar este proyecto es reconocer el fracaso estrepitoso del estado entonces como no pudimos garantizarles seguridad a las mujeres como fuimos incapaces de evitar que las niñas y adolescentes sean abusadas como no pudimos asegurarle el acceso universal a los servicios de salud oportunos y de calidad como no nos vamos a ocupar de garantizar que las maternidades tengan condiciones obstétricas y neonatales esenciales para que ninguna mujer muera de una hemorragia en una sala de parto porque no hay sangre segura como no proporcionamos información adecuada y como no proporcionamos educación qué les ofrecemos les ofrecemos el aborto me dirán por qué no hacen algo la verdad es que hay muchísimas iniciativas presentadas y de las más variadas en este congreso de la nación para resguardar los derechos y que no hemos logrado que avancen sepamos que si este proyecto se convierte en ley no solo","senador","Hombres",1475
"25","Cobos","no te escucho mario","senador","Hombres",4
"26","Fiad","se abortarán sueños proyectos oportunidades para aquellas niñas y mujeres a quienes no les cambiaremos su dramática realidad de vulnerabilidad cotidiana tampoco de pobreza estructural y de falta de educación pero sí les daremos el derecho a abortar quiero terminar hablando del tema de las convicciones a las que se las devalúa en el debate público como si fueran mitos o delirios fetichistas cuántas veces hemos escuchado decir con tono complaciente respetamos sus convicciones pero hay que dejarlas de lado señora presidenta son mis convicciones las que me sentaron en esta banca con la certeza de que la política es una herramienta transformadora al servicio de la sociedad además formo parte de la unión cívica radical partido que históricamente lidera la defensa y la protección de los derechos humanos de los cuales la vida es el primero de todos y debe vertebrar todos los demás forman parte de mis convicciones también el creer que si juré por la constitución nacional no puedo darle la espalda con arbitrarios recursos interpretativos de su letra quienes me votaron me conocen y saben que no traiciono mis convicciones porque son esas convicciones democráticas y de bien común las que de manera cotidiana transformo en responsabilidades políticas públicas y personales y son también las que me han hecho comprometer con estos temas y siempre siempre en defensa de la vida por todas estas razones expuestas jurídicas médicas científicas y de índole política y social adelanto mi voto negativo al proyecto venido en revisión y termino recurriendo a la frase de una expositora que en el 2018 dijo que la fuente laica de la moralidad en nuestra sociedad son los derechos humanos señora presidenta coincidiendo con eso y considerando que sin duda el derecho humano a la vida reitero el derecho humano a la vida es el capítulo inicial muchísimas gracias","senador","Hombres",305
"27","Fernández de Kirchner","gracias señor senador tiene la palabra el senador parrilli","presidente","Mujeres",9
"28","Parrilli","gracias presidenta buenas tardes a todos a todos los senadores la verdad es que hoy 29 de diciembre que estemos finalizando este primer período de sesiones ordinarias de este nuevo gobierno con esta sesión después de un año ejemplar de trabajo en este recinto a pesar de las dificultades por la pandemia creo que nos tiene que llenar de orgullo a todos los senadores porque estamos finalizando este año precisamente con una ley que amplía los derechos que favorece el debate que de alguna manera trasversalmente nos posiciona a todos nosotros independientemente de las fuerzas políticas a las cuales pertenecemos y me parece que es muy auspicioso precisamente que este primer año de sesiones ordinarias terminemos con el tratamiento de este proyecto de ley que ya hace dos años atrás no había sido posible sancionar y que esperemos hoy sea con resultado positivo en segundo lugar lo que quiero decir es que nadie se va a ganar el cielo ni el infierno por votar de una u otra manera ni aquí los que votemos de una u otra forma somos más o menos católicos más o menos cristianos o somos más buenos o menos buenos o queremos más la vida o menos la vida evidentemente en este proyecto y este tema que estamos abordando todos nosotros tenemos nuestras ideas y nuestras convicciones nuestros principios culturales religiosos históricos por los cuales vamos a tomar una postura u otra en ese sentido yo creo que tenemos que respetarnos todos y cada una de las posturas y no por esto dramatizar reitero ni pensar que el que vota a favor es enemigo de la vida o el que vota en contra se va a ganar el cielo todo lo contrario estamos votando libremente con convicciones con ideas y el resultado se verá al final de la sesión y al momento de la votación lo otro que quiero hacer es un pequeño histórico porque como alguna vez se me dijo soy la radio ya vieja radio quiero recordar cosas y qué ha ocurrido en la historia de este parlamento con leyes que han significado avances por ejemplo vamos a recordar algunas cuando se votó la ley del voto femenino entre los argumentos en contra se decía que el cerebro de la mujer era más chico que el del hombre cómo la mujer que estaba todo el día en la casa y tenía un cerebro más chico iba a poder votar o se llegó a decir se imaginan ustedes a una mujer presidenta como si fuera una cosa que se caía el mundo bueno hemos visto en esa época casi casi una mujer que fue vicepresidenta como fue el caso de eva perón se dijeron barbaridades finalmente el voto femenino se votó se aceptó y hoy es reconocido en todo el mundo como un derecho ni qué hablar de la ley de divorcio fue también el peronismo que sacó la primera ley de divorcio en 1954 también se decía qué se decía con esto estamos fomentando que los matrimonios se separen bueno obviamente hubo una arremetida fenomenal en contra a punto tal que el gobierno militar que derrocó con un golpe de estado al peronismo en el 55 derogó por decreto el divorcio que después fue sancionado ya en la década del 80 durante el gobierno del doctor raúl alfonsín pero hay otro caso más también usted recordará presidenta que hasta el año 54 los hijos dependiendo de cómo habían nacido tenían distintas calificaciones estaban los hijos incestuosos los hijos naturales los adulterinos los matrimoniales y por una ley del peronismo feminista fue acusado el peronismo en esa época de feminista además decían este proyecto para lo único que va a servir en el matrimonio va a ser para tener sexo nada más y el peronismo inauguró los hijos matrimoniales y extramatrimoniales también se dijeron barbaridades de esa ley hoy por suerte tenemos ese reconocimiento ni qué hablar posteriormente con las leyes del matrimonio igualitario que sancionamos hace pocos años también se dijeron cuestiones de este tipo que era un retroceso que era contra natura contra la naturaleza hoy lamentablemente no todos y yo respeto a los que se oponen pero hay algunos que se oponen con esos viejos argumentos diciendo que precisamente la mujer no tiene derechos que no es dueña de su cuerpo y todas las argumentaciones que se expresan por qué quería hacer este poquito de historia para que recordemos que ningún avance fue fácil nunca se le regaló nada a la sociedad hablando desde la época de la esclavitud de los derechos laborales y obviamente los derechos de igualdad y los derechos de las mujeres siempre significaron reclamos siempre significaron confrontación por suerte hoy son confrontaciones más democráticas son confrontaciones más civilizadas no tan violentas como eran en otras épocas y quiero referirme a algo que la escuché decir a usted en un momento y la verdad es que me puse a analizar cuando uno habla de los que apoyan a uno u otro sector y dice las verdes y los celestes como las mujeres y los hombres me dediqué a averiguar algunas cosas por ejemplo la mayoría de las encuestas dicen que los hombres mayoritariamente están en contra de la interrupción voluntaria del embarazo y no así las mujeres que mayoritariamente están a favor obviamente cuando vamos a las edades más jóvenes es más todavía pero veamos lo que pasa aquí entre nosotros mismos somos 72 senadores y senadoras somos 44 hombres y 28 mujeres de los hombres la mayoría vota en contra y de las mujeres abrumadoramente la mayoría vota a favor pero vayamos a los votos que están a favor y los que están en contra estimativamente porque todavía no sabemos todo también en los votos a favor hay mayoría de mujeres y en los votos en contra hay mayoría de hombres simplemente no adjetivo ni califico describo cuento la historia y cuento la realidad de lo que está ocurriendo qué es lo que quiero decir con esto evidentemente aquí estamos ante un tema de igualdad de derechos y de ampliación de derechos que es dándole derechos a la mujer porque acá no se está obligando a ninguna mujer a hacer un aborto lo que se está haciendo es que deje de ser delito simplemente eso y que no tenga encima de que a lo mejor fue víctima de una violación aunque eso ya estaba exceptuado no porque aquellos que dicen cómo puede ser el aborto que hay una vida y demás bueno en el caso de una violación también hay una vida y sin embargo desde 1921 está permitida la interrupción voluntaria en el caso de una violación reitero aquí estamos precisamente en presencia de un reconocimiento de derechos hacia quién hacia la mujer además hay otra realidad que tampoco podemos desconocer todas las estadísticas o la mayoría de ellas por lo menos la que yo he visto señalan que en la argentina se practican aproximadamente 450000 abortos por año son estadísticas que da la red de acceso al aborto seguro entre ellos muy pocos menos del diez por ciento son los que se hacen en el sistema público el resto se hace todo privado por qué porque hay una desigualdad hay sectores sociales que acceden al aborto a través de clínicas privadas o de médicos privados con absolutas garantías de salud con absoluta garantía de vida para esas personas y lo realizan esta es la verdad no podemos pensar que si nosotros no sacamos la ley no va a haber más abortos no van a seguir existiendo pero van a seguir existiendo para un sector social con garantías de salud con garantías del cuidado de su persona y para otros con un serio riesgo de vida por eso reitero lo que estamos haciendo es poniendo igualdad social entre las mujeres que toman esa decisión estamos ampliando los derechos por otro lado qué estamos haciendo acá se dijo que el estado con esto iba a cometer una intromisión todo lo contrario el estado hoy está mirando para otro lado porque esta realidad existe hay clínicas privadas que los hacen y hay médicos que los hacen todos lo sabemos todos lo conocemos en los pueblos en las ciudades no podemos mirar para otro lado lo que vamos a crear con esta ley y además también con la ley de los mil días es un estado presente un estado que se hace cargo de los problemas no va a ser un estado que va a ir a buscar a las mujeres a pedirles que vengan a abortar no pero aquellas que voluntariamente tengan algún motivo de salud un motivo ético familiar o lo que fuere porque es su decisión y su voluntad hacerlo que el estado las pueda atender y que el estado les pueda dar garantías de igualdad social frente a otras mujeres que lo realizan con estas características mire en el mundo actual en los últimos veinte veinticinco años hay por lo menos cuarenta cincuenta países que han avanzado en leyes similares parecidas o de este tenor precisamente hacia el reconocimiento al derecho a la mujer a decidir sobre su cuerpo y a decidir sobre su destino y han avanzado en leyes favorables precisamente a la interrupción voluntaria del embarazo les podría hablar de estados unidos canadá nueva zelanda países de europa países del tercer mundo de muchísimos países del mundo que en los últimos veinte veinticinco años están avanzando sobre estos derechos y yo les puedo asegurar como pasó con las leyes anteriores con la ley del voto femenino con la ley del reconocimiento de hijos extramatrimoniales con la ley de divorcio del matrimonio igualitario que luego son un derecho adquirido por todos y hasta los que hoy están en contra terminan después reconociéndolos y a lo mejor terminan haciendo uso o no de los derechos que adjudica esta ley porque esto ha sido la historia de la humanidad todas las cuestiones que han intentado frenar detener lo que son los avances sociales lo que son los avances de derechos de las sociedades terminan en el tiempo venciéndolos y aceptando esas realidades yo no sé a quién se le podría ocurrir hoy venir a decir no prohibimos el voto femenino volvamos a que no haya más divorcio o volvamos a calificar a los hijos de incestuosos ilegítimos nadie volvería sobre eso estamos siempre discutiendo para adelante y siempre discutiendo más derechos además con esto estamos cumpliendo con un derecho uno de los derechos humanos y de salud pública que tienen fundamentalmente obviamente todas las mujeres y estamos reconociendo el derecho que ellas tienen a tomar una decisión libre sobre sus cuerpos y además estamos también en la ley porque así lo establece dando educación sexual dando información dando conocimiento que es lo que en el fondo y en definitiva necesitamos que todos aquellos embarazos sean los queridos y no los involuntarios que después lleven a la decisión de interrumpirlo antes de que llegue el momento de la gestación mire presidenta hay muchos más argumentos y la verdad es que hay muchos expositores y no tengo dudas de que van a ser las mujeres que abrumadoramente de las 28 senadoras que usted ve abrumadoramente las mujeres independientemente del color político hoy votan a favor de esta ley las que van a poder explicar mucho mejor que yo los motivos por los cuales esto tiene que ser ley así que simplemente señora presidenta y a todos los colegas quiero decirles que estamos terminando un año difícil un año de pandemia un año inédito en el mundo pero que como senado de la nación podemos estar orgullosos de todo lo que hemos hecho este año y además orgullosos de que terminemos el año debatiendo y ojalá sancionando como ley este proyecto de interrupción voluntaria del embarazo muchas gracias presidenta","senador","Hombres",1970
"29","Fernández de Kirchner","muchas gracias señor senador tiene la palabra el senador dalmacio mera","presidente","Mujeres",11
"30","Mera","gracias presidenta corría el año 1315 y se produce en europa una enorme sequía que daría el nombre de la gran hambruna reinaba en inglaterra eduardo ii y muy preocupado por los informes que le traían respecto del impacto de la cosecha convocó a sus mejores asesores para saber y tener ideas de cómo enfrentar","senador","Hombres",55
"31","Ledesma Abdala","senador mayans su micrófono disculpe senador mera","presidente","Mujeres",7
"32","Mera","me escucha bien presidenta","senador","Mujeres",4
"33","Ledesma Abdala","continúe sí","presidente","Hombres",2
"34","Mera","comentaba esto de la gran sequía que dio pie a la gran hambruna y que el rey eduardo ii de inglaterra convocó a sus mejores asesores para afrontar el impacto en la cosecha","senador","Hombres",33
"35","Ledesma Abdala","senador parrilli su micrófono","presidente","Mujeres",4
"36","Mera","dígame cuándo puedo empezar","senador","Hombres",4
"37","Mayans","se le escucha bajo al senador mera no sé qué pasa con el sonido se le escucha bajo senador mera","senador","Hombres",20
"38","Ledesma Abdala","bueno a ver senador mera si puede levantar el volumen por favor","presidente","Mujeres",12
"39","Mera","ahí me escuchan bien","senador","Hombres",4
"40","Ledesma Abdala","sí perfecto hable por favor","presidente","Mujeres",5
